"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.797312466E0,-8.442030907E0,-3.854004383E0,4.324882984E0
9.807312432E0,-6.446511269E0,-3.864798069E0,9.339638710E0
9.817312865E0,-5.182561398E0,-4.687223434E0,1.333976078E1
9.827312865E0,-2.121134758E0,-7.058764458E0,1.361938190E1
9.837312898E0,2.937979698E-1,-8.778335571E0,1.369256210E1
9.847312898E0,-4.956073761E-1,-1.021066856E1,1.252795696E1
9.857312198E0,-2.856944561E0,-1.114649963E1,1.039396477E1
9.867312164E0,-6.323470116E0,-1.120609283E1,7.707676888E0
9.877312164E0,-8.058062553E0,-9.755336761E0,6.994117260E0
9.887312197E0,-8.331138611E0,-7.076951981E0,8.368147850E0
9.897312197E0,-9.087066650E0,-5.177468300E0,8.644559860E0
9.907312197E0,-1.060016632E1,-4.855814934E0,8.195695877E0
9.917312163E0,-1.190338516E1,-5.477447510E0,8.029676437E0
9.927312196E0,-1.267866993E1,-6.369714260E0,8.569349289E0
9.937312196E0,-1.258084202E1,-7.205303192E0,9.102695465E0
9.947312196E0,-1.204183483E1,-7.758380890E0,9.599123955E0
9.957312196E0,-1.098902035E1,-7.238584518E0,9.432731628E0
9.967312196E0,-9.813985825E0,-6.141944885E0,8.696613312E0
9.977312162E0,-9.315807343E0,-4.498325825E0,7.513303757E0
9.987312195E0,-8.716812134E0,-2.884823322E0,5.689226627E0
9.997311828E0,-8.204798698E0,-1.764207363E0,4.524521828E0
1.000731183E1,-7.693295002E0,-1.331083298E0,4.157185078E0
1.001731183E1,-7.570824623E0,-1.109089136E0,4.040028572E0
1.002731179E1,-7.469183445E0,-8.616635799E-1,4.214383602E0
1.003731183E1,-7.307188034E0,-5.860199928E-1,4.519042492E0
1.004731183E1,-7.374257088E0,-4.963467121E-1,5.166876793E0
1.005731183E1,-7.755769253E0,-6.196773052E-1,5.784607887E0
1.006731179E1,-8.404438972E0,-5.681960583E-1,6.430934429E0
1.007731176E1,-8.734683990E0,-3.516345024E-1,6.731780529E0
1.008731179E1,-8.771155357E0,-2.645750046E-1,6.778002739E0
1.009731179E1,-8.779438019E0,-3.853271008E-1,6.553010464E0
1.010731179E1,-8.200314522E0,-5.383882523E-1,6.875681877E0
1.011731179E1,-7.609286785E0,-6.071429253E-1,7.478895664E0
1.012731179E1,-7.310701847E0,-1.154430151E0,7.353655815E0
1.013731176E1,-7.640166759E0,-1.854094505E0,7.027007103E0
1.014731179E1,-8.362025261E0,-2.883667946E0,6.570166588E0
1.015731249E1,-9.443443298E0,-4.431226730E0,6.150661469E0
1.016731249E1,-1.062336540E1,-6.021378994E0,6.134029388E0
1.017731246E1,-1.175918865E1,-7.899885178E0,5.950104713E0
1.018731246E1,-1.238488197E1,-9.383259773E0,5.619305611E0
1.019731249E1,-1.275467873E1,-1.023326874E1,5.273171902E0
1.020731249E1,-1.303397560E1,-1.031148434E1,5.691111565E0
1.021731249E1,-1.258357048E1,-9.381779671E0,6.716145992E0
1.022731246E1,-1.299746132E1,-8.419018745E0,7.104922771E0
1.023731249E1,-1.314582825E1,-7.223402977E0,7.025437832E0
1.024731252E1,-1.303824615E1,-6.404224396E0,6.266138554E0
1.025731252E1,-1.252240467E1,-6.276133060E0,4.499527454E0
1.026731252E1,-1.141910362E1,-7.379698277E0,2.476760149E0
1.027731252E1,-1.024947834E1,-8.231375694E0,2.474818945E0
1.028731249E1,-8.188402176E0,-8.074993134E0,6.122042656E0
1.029731289E1,-5.985026360E0,-7.655459881E0,1.280231285E1
1.030731292E1,-5.726724625E0,-7.833265781E0,1.668130112E1
1.031731292E1,-6.197328091E0,-7.354504108E0,1.682466125E1
1.032731222E1,-9.235358238E0,-8.019104958E0,1.612064552E1
1.033731219E1,-1.192384529E1,-8.048383713E0,1.366708183E1
1.034731222E1,-1.034531403E1,-6.432887077E0,1.100210571E1
1.035731225E1,-8.575029373E0,-5.736953735E0,1.234478188E1
1.036731225E1,-7.314485550E0,-6.500508785E0,1.295028687E1
1.037731225E1,-6.311950207E0,-7.696623325E0,1.247691441E1
1.038731222E1,-5.373619080E0,-8.565357208E0,1.227074814E1
1.039731225E1,-5.908823490E0,-1.011791992E1,1.091095352E1
1.040731225E1,-5.852861404E0,-1.135607243E1,8.782837868E0
1.041731225E1,-6.224936008E0,-1.238770485E1,7.840167999E0
1.042731225E1,-7.017291069E0,-1.176427460E1,7.468735695E0
1.043731225E1,-6.961432934E0,-1.013906670E1,7.106647015E0
1.044731228E1,-6.942551136E0,-8.012360573E0,7.647387505E0
1.045731162E1,-8.091409683E0,-6.362519741E0,6.528535843E0
1.046731072E1,-8.072321892E0,-4.439340115E0,5.647994518E0
1.047730998E1,-8.127746582E0,-3.218305588E0,6.080375671E0
1.048730995E1,-8.600662231E0,-2.599581718E0,6.652447701E0
1.049730992E1,-8.542558670E0,-2.066653252E0,6.384812355E0
1.050730995E1,-8.801159859E0,-1.560651779E0,6.071746349E0
1.051730995E1,-9.036850929E0,-9.005956650E-1,6.510371685E0
1.052730995E1,-9.153858185E0,-2.718753815E-1,7.101139069E0
1.053730992E1,-8.667729378E0,6.776947975E-1,7.360643864E0
1.054730922E1,-8.062967300E0,1.709408760E0,7.510797501E0
1.055730925E1,-7.229173660E0,2.751311302E0,7.283829689E0
1.056730925E1,-7.283741951E0,2.732363701E0,7.229775429E0
1.057730925E1,-6.977882862E0,1.845131636E0,8.463615417E0
1.058730925E1,-5.420593739E0,4.070112705E0,7.202354431E0
1.059730921E1,-6.096717834E0,2.964271069E0,5.674254417E0
1.060730918E1,-6.098509789E0,1.389623642E0,4.968967915E0
1.061730921E1,-6.816185951E0,-3.850398064E-1,4.775691032E0
1.062730991E1,-7.741928101E0,-2.052249432E0,5.312009335E0
1.063730991E1,-8.098875999E0,-3.344104290E0,4.755408764E0
1.064730988E1,-8.558258057E0,-3.697563648E0,4.097150803E0
1.065730988E1,-8.336997032E0,-4.404463768E0,4.152216911E0
1.066730991E1,-8.828928947E0,-5.833258152E0,3.276457787E0
1.067730991E1,-9.894454002E0,-7.079864502E0,2.389754772E0
1.068730991E1,-1.081423950E1,-8.474340439E0,3.070476770E0
1.069730988E1,-1.109019661E1,-9.621940613E0,5.498842716E0
1.070730991E1,-1.162758636E1,-1.051515961E1,6.756791592E0
1.071730994E1,-1.262765503E1,-1.159936905E1,4.666985512E0
1.072730994E1,-1.326443672E1,-1.234064865E1,1.118978500E0
1.073730994E1,-1.370002556E1,-1.160565472E1,-2.390422821E-1
1.074730988E1,-1.360043526E1,-1.047516346E1,-4.045429230E-1
1.075731054E1,-1.383791733E1,-8.529398918E0,3.585033417E-1
1.076731148E1,-1.225040054E1,-6.711964607E0,2.919465303E0
1.077731224E1,-9.594146729E0,-5.721525192E0,6.150156498E0
1.078731224E1,-6.621893883E0,-5.946870327E0,9.400885582E0
1.079731224E1,-5.064215183E0,-6.684925556E0,1.183534050E1
1.080731221E1,-2.942669392E0,-7.644259930E0,1.261364460E1
1.081731224E1,-1.980295181E-1,-8.864723206E0,1.227349091E1
1.082731227E1,-1.576232433E0,-8.504354477E0,1.161151886E1
1.083731227E1,-4.676512718E0,-8.334840775E0,9.133190155E0
1.084731294E1,-8.153956413E0,-9.261035919E0,7.530891895E0
1.085731291E1,-9.731723785E0,-9.771650314E0,6.052275181E0
1.086731294E1,-1.025702953E1,-8.679941177E0,6.453382015E0
1.087731294E1,-1.048291492E1,-6.616159439E0,7.965612888E0
1.088731294E1,-1.159485817E1,-5.686669350E0,9.135450363E0
1.089731294E1,-1.228058434E1,-6.006989956E0,8.238127708E0
1.090731297E1,-1.215516186E1,-6.776874542E0,7.758614540E0
1.091731297E1,-1.158172989E1,-7.814245224E0,7.560697556E0
1.092731297E1,-1.097744274E1,-9.133306503E0,6.843981266E0
1.093731297E1,-1.001893616E1,-9.579871178E0,6.637609482E0
1.094731297E1,-8.797130585E0,-8.605626106E0,6.043773174E0
1.095731294E1,-8.116423607E0,-6.627702713E0,5.073761463E0
1.096731290E1,-7.757823467E0,-5.087287903E0,4.842232227E0
1.097731294E1,-7.881730080E0,-3.713847637E0,5.275116444E0
1.098731294E1,-8.295692444E0,-2.091687202E0,6.897984505E0
1.099731294E1,-8.518445015E0,-2.953151226E0,7.173684120E0
1.100731290E1,-8.079905510E0,-3.115153074E0,5.707293034E0
1.101731220E1,-8.296713829E0,-2.667718410E0,4.729971886E0
1.102731224E1,-7.954900742E0,-2.196566343E0,3.338053226E0
1.103731224E1,-7.338213444E0,-2.187358856E0,3.843733549E0
1.104731224E1,-7.442264557E0,-2.093426943E0,5.123259544E0
1.105731224E1,-7.591794014E0,-2.025267124E0,4.470762253E0
1.106731224E1,-7.584235191E0,-1.420158386E0,4.280481339E0
1.107731224E1,-8.068251610E0,-1.464206457E0,4.309473991E0
1.108731224E1,-8.980289459E0,-7.300024033E-1,4.052034378E0
1.109731224E1,-9.286327362E0,-1.180549622E0,5.578239441E0
1.110731224E1,-8.941712379E0,-1.457042694E0,6.584262371E0
1.111731220E1,-9.409816742E0,-1.431251049E0,6.817915916E0
1.112731220E1,-1.004483223E1,-1.175632477E0,6.226179123E0
1.113731224E1,-1.146358585E1,-1.329105854E0,4.804723263E0
1.114731224E1,-1.320180988E1,-1.318655491E0,4.762150764E0
1.115731224E1,-1.451048088E1,-5.540280342E-1,3.452692509E0
1.116731220E1,-1.558908844E1,-1.222342968E0,3.070091248E0
1.117731223E1,-1.631589127E1,-2.807651997E0,4.889088154E0
1.118731223E1,-1.611061859E1,-4.903500080E0,7.277745247E0
1.119731223E1,-1.428633690E1,-7.659588814E0,5.898582935E0
1.120731220E1,-1.347926903E1,-9.099689484E0,3.344866037E0
1.121731217E1,-1.382407188E1,-9.111132622E0,4.546257973E0
1.122731217E1,-1.394408607E1,-9.013679504E0,5.712321758E0
1.123731220E1,-1.417455864E1,-7.960581779E0,5.957962513E0
1.124731223E1,-1.392698860E1,-7.325258255E0,4.634778023E0
1.125731223E1,-1.303285885E1,-7.221341610E0,2.353564978E0
1.126731223E1,-1.154422760E1,-6.957862854E0,1.721556187E0
1.127731220E1,-9.486319542E0,-6.672163010E0,3.260016441E0
1.128731223E1,-7.688290119E0,-7.700136185E0,8.209306717E0
1.129731223E1,-6.603533268E0,-7.744803429E0,1.450682449E1
1.130731223E1,-6.536335468E0,-7.874088287E0,1.826636124E1
1.131731290E1,-8.604695320E0,-8.298979759E0,1.940720940E1
1.132731286E1,-1.111901760E1,-8.741580963E0,1.819109344E1
1.133731290E1,-1.145495987E1,-9.244466782E0,1.359435368E1
1.134731290E1,-1.061356926E1,-9.908088684E0,9.980974197E0
1.135731290E1,-9.759824753E0,-9.822561264E0,8.245449066E0
1.136731286E1,-8.041492462E0,-1.020664978E1,8.317563057E0
1.137731283E1,-7.091590405E0,-9.787734985E0,9.819241524E0
1.138731283E1,-5.692584038E0,-9.155599594E0,9.852334976E0
1.139731286E1,-5.620125294E0,-8.287363052E0,9.193112373E0
1.140731286E1,-5.073427200E0,-7.297078133E0,8.666976929E0
1.141731286E1,-4.351613998E0,-6.345634460E0,7.978030205E0
1.142731283E1,-4.454267502E0,-5.806138515E0,6.955902576E0
1.143731213E1,-4.503837109E0,-5.128990650E0,6.079883575E0
1.144731146E1,-5.982927322E0,-4.920621395E0,6.189848423E0
1.145731136E1,-7.900142670E0,-4.091852188E0,5.447024345E0
1.146731066E1,-8.255723000E0,-3.110467911E0,4.682859898E0
1.147730969E1,-8.864983559E0,-2.679713726E0,4.852506638E0
1.148730973E1,-9.356668472E0,-2.340630531E0,5.068614006E0
1.149730976E1,-1.038045406E1,-1.835174561E0,5.608301640E0
1.150730976E1,-1.159684849E1,-1.427017689E0,6.166753292E0
1.151730976E1,-1.131323528E1,-1.235055923E-1,6.239894867E0
1.152730906E1,-1.076087189E1,7.749667168E-1,6.059039593E0
1.153730906E1,-1.043501472E1,1.191408634E0,6.279389381E0
1.154730973E1,-1.008379841E1,1.707014084E0,6.585119724E0
1.155730973E1,-8.892925262E0,2.355093479E0,6.484159946E0
1.156730973E1,-7.974805832E0,2.811321735E0,6.462100029E0
1.157730973E1,-7.091870308E0,2.619508505E0,5.232166290E0
1.158730969E1,-6.687645435E0,2.539756060E0,4.735527039E0
1.159730972E1,-6.097701073E0,2.264398813E0,4.464575291E0
1.160730976E1,-7.216540337E0,1.369638920E0,4.857844830E0
1.161730976E1,-8.072427750E0,1.059407711E0,5.552079678E0
1.162730976E1,-8.465492249E0,1.096194267E0,5.450927734E0
1.163730972E1,-8.557403564E0,9.022889137E-1,4.146245956E0
1.164730976E1,-8.554386139E0,1.828160286E-1,2.625921965E0
1.165730976E1,-9.003157616E0,-1.015485764E0,1.285388470E0
1.166730976E1,-9.357852936E0,-2.495516777E0,2.351889610E-1
1.167730976E1,-1.002467918E1,-3.934705734E0,-2.648272514E-1
1.168730979E1,-1.063499260E1,-5.843643188E0,2.936220169E-1
1.169730979E1,-1.243214703E1,-7.387675285E0,2.828382254E0
1.170730979E1,-1.367630005E1,-9.283399582E0,4.971647739E0
1.171730979E1,-1.453631306E1,-1.085149860E1,5.424858570E0
1.172730979E1,-1.525795174E1,-1.085574245E1,1.004283428E0
1.173731046E1,-1.598278999E1,-1.032405567E1,-3.707073212E0
1.174731112E1,-1.689395142E1,-9.646045685E0,-5.913069725E0
1.175731125E1,-1.636245537E1,-7.767295361E0,-5.075212955E0
1.176731195E1,-1.421038342E1,-6.294618130E0,6.259107590E-1
1.177731289E1,-1.113391209E1,-4.642146587E0,5.552195549E0
1.178731285E1,-8.583759308E0,-5.204921722E0,8.970352173E0
1.179731285E1,-7.648672104E0,-6.955467701E0,9.876326561E0
1.180731289E1,-6.756885052E0,-9.959620476E0,9.939033508E0
1.181731289E1,-4.899446964E0,-1.007350826E1,1.035356712E1
1.182731359E1,-4.729202271E0,-7.660540104E0,8.759830475E0
1.183731355E1,-5.579658985E0,-6.062957287E0,7.376626015E0
1.184731285E1,-6.888474941E0,-5.880518913E0,6.582425117E0
1.185731285E1,-9.536401749E0,-5.768136978E0,5.142389774E0
1.186731288E1,-1.101519012E1,-5.754665375E0,3.804025650E0
1.187731288E1,-1.213782120E1,-4.699941158E0,2.214199066E0
1.188731289E1,-1.300181293E1,-3.784290314E0,2.576693058E0
1.189731285E1,-1.313829994E1,-3.479347229E0,4.962470055E0
1.190731285E1,-1.290580654E1,-4.168152332E0,6.119967461E0
1.191731288E1,-1.236044502E1,-5.233682632E0,6.916576385E0
1.192731288E1,-1.257033920E1,-5.710957527E0,7.391239166E0
1.193731288E1,-1.268395424E1,-4.938882828E0,7.296720505E0
1.194731285E1,-1.163570786E1,-4.376168728E0,6.906485558E0
1.195731288E1,-9.977046967E0,-3.172622681E0,6.146125317E0
1.196731292E1,-8.933324814E0,-1.701807499E0,5.889330387E0
1.197731292E1,-7.918430805E0,-3.982977867E-1,6.123692513E0
1.198731288E1,-6.944355488E0,4.332838058E-1,6.129847527E0
1.199731285E1,-6.339865685E0,9.601578712E-1,6.211278915E0
1.200731288E1,-6.219567776E0,1.258781433E0,5.727777481E0
1.201731288E1,-6.566334248E0,1.344448566E0,4.758416176E0
1.202731288E1,-7.722196579E0,1.073209763E0,4.201017857E0
1.203731288E1,-7.695415020E0,1.093420029E0,4.214975834E0
1.204731288E1,-8.699122429E0,1.050870419E0,4.351184845E0
1.205731285E1,-8.902025223E0,1.259384155E0,4.706423759E0
1.206731288E1,-9.080236435E0,1.756030083E0,4.475547791E0
1.207731291E1,-9.042064667E0,1.768793583E0,4.512917995E0
1.208731291E1,-8.409317017E0,1.844700813E0,6.630034447E0
1.209731288E1,-8.186478615E0,1.726053715E0,7.158357620E0
1.210731285E1,-8.089843750E0,1.193853855E0,6.853161335E0
1.211731288E1,-8.696014404E0,3.691644669E-1,6.840065956E0
1.212731288E1,-9.249414444E0,-4.535217285E-1,5.791112900E0
1.213731288E1,-1.151926708E1,-1.639373302E0,4.379507065E0
1.214731288E1,-1.342422104E1,-2.739236832E0,4.880198479E0
1.215731291E1,-1.433143616E1,-4.207492352E0,5.667232037E0
1.216731291E1,-1.511712074E1,-5.831369400E0,7.114509583E0
1.217731291E1,-1.445786476E1,-6.269258022E0,6.608858109E0
1.218731291E1,-1.417025948E1,-6.553868294E0,3.891989708E0
1.219731291E1,-1.378576469E1,-7.802326202E0,3.941022396E0
1.220731288E1,-1.279396629E1,-8.165155411E0,5.643375397E0
1.221731284E1,-1.311148834E1,-7.572234154E0,5.100572586E0
1.222731288E1,-1.380683613E1,-5.987492085E0,4.504540443E0
1.223731288E1,-1.343785095E1,-4.292979240E0,3.674560070E0
1.224731288E1,-1.234049416E1,-2.989840031E0,3.062972546E0
1.225731284E1,-1.151692200E1,-2.000533581E0,2.263337135E0
1.226731284E1,-1.014304352E1,-1.272869110E0,4.065447330E0
1.227731288E1,-8.808292389E0,-1.769848824E0,9.011931419E0
1.228731288E1,-9.609571457E0,-3.342901707E0,1.308758926E1
1.229731288E1,-1.065755272E1,-5.019368172E0,1.603813744E1
1.230731284E1,-1.114106369E1,-5.135796070E0,1.784129143E1
1.231731287E1,-1.213071537E1,-3.959059238E0,1.778891945E1
1.232731291E1,-1.162015724E1,-3.389404774E0,1.417392921E1
1.233731291E1,-1.124468327E1,-3.233761311E0,1.102614403E1
1.234731291E1,-1.100049973E1,-1.894634724E0,9.462296486E0
1.235731291E1,-1.189962006E1,-6.103830338E-1,9.473551750E0
1.236731287E1,-1.231973076E1,3.905982971E-1,9.712890625E0
1.237731287E1,-1.255867386E1,-9.352064133E-1,7.682003021E0
1.238731291E1,-1.042603016E1,-3.476195335E0,7.102855206E0
1.239731291E1,-7.335029602E0,-3.658633709E0,8.203099251E0
1.240731291E1,-6.271743774E0,-3.223230839E0,8.739275932E0
1.241731287E1,-6.987398148E0,-3.516801834E0,8.539735794E0
1.242731290E1,-1.018567085E1,-3.913009644E0,7.432063103E0
1.243731290E1,-1.072837257E1,-2.757436275E0,6.320868015E0
1.244731224E1,-1.047882271E1,4.148674011E-2,5.699891567E0
1.245731150E1,-9.730068207E0,1.779724598E0,5.042074203E0
1.246731077E1,-9.348987579E0,2.496914864E0,4.769743443E0
1.247731004E1,-9.940781593E0,2.879640579E0,5.903935432E0
1.248730914E1,-1.005552101E1,3.961920261E0,6.574652672E0
1.249730917E1,-1.003209972E1,3.966576576E0,6.578466415E0
1.250730917E1,-8.298520088E0,5.996952534E0,6.818546295E0
1.251730917E1,-7.195879459E0,6.058779716E0,8.147983551E0
1.252730914E1,-6.741297722E0,5.791267395E0,8.039824486E0
1.253730917E1,-6.896972656E0,6.010017872E0,7.116948128E0
1.254730917E1,-6.128207207E0,6.644031048E0,6.412025928E0
1.255730917E1,-5.099413395E0,6.701604366E0,5.721739292E0
1.256730913E1,-4.661489964E0,6.603772163E0,5.133334160E0
1.257730910E1,-4.837934494E0,5.258726120E0,4.306803703E0
1.258730913E1,-4.860294342E0,5.020395279E0,3.976701260E0
1.259730913E1,-4.530187607E0,4.997523308E0,3.446306229E0
1.260730913E1,-3.827622414E0,6.025682926E0,3.998578072E0
1.261730910E1,-3.910958529E0,5.924524784E0,4.530444622E0
1.262730906E1,-4.328211784E0,5.180756569E0,3.982766151E0
1.263730907E1,-5.554214478E0,4.625178337E0,2.801808596E0
1.264730910E1,-6.943413734E0,4.389745712E0,1.278007269E0
1.265730910E1,-8.701473236E0,3.245644569E0,1.110777855E-1
1.266730910E1,-1.073377991E1,1.884952545E0,-1.636075020E0
1.267730906E1,-1.350537491E1,4.028677940E-1,-1.917874813E0
1.268730906E1,-1.659576225E1,-1.130406380E0,-7.434701920E-2
1.269730910E1,-1.875718880E1,-2.642254829E0,2.783826351E0
1.270730910E1,-1.827070808E1,-2.904305458E0,4.013929367E0
1.271730910E1,-1.511428547E1,-1.240291595E0,2.713534355E0
1.272730906E1,-1.645407867E1,-9.559412003E-1,-1.058888435E0
1.273730910E1,-1.707899284E1,5.676965714E-1,-5.231245995E0
1.274730980E1,-1.672390747E1,3.500452042E0,-7.511733055E0
1.275731050E1,-1.666395187E1,4.734791756E0,-3.739662170E-1
1.276731120E1,-1.465085602E1,3.927010536E0,4.782733440E0
1.277731193E1,-1.243569374E1,2.111692905E0,8.621712685E0
1.278731283E1,-1.052610207E1,5.785613060E-1,9.708988190E0
1.279731283E1,-8.565755844E0,-1.182101250E0,1.043638611E1
1.280731286E1,-7.240159035E0,-2.135571480E0,1.040942860E1
1.281731286E1,-8.368135452E0,-2.806303978E0,7.538766861E0
1.282731286E1,-1.239646435E1,-3.517316818E0,5.650440693E0
1.283731283E1,-1.560739613E1,-2.091517448E0,3.551108360E0
1.284731286E1,-1.485792446E1,1.129375935E0,2.855899096E0
1.285731289E1,-1.296164322E1,3.441400528E0,4.316646576E0
1.286731289E1,-1.391249657E1,3.818567276E0,5.353632450E0
1.287731289E1,-1.418496895E1,4.014127254E0,5.291340351E0
1.288731286E1,-1.427091503E1,3.558208942E0,4.315583706E0
1.289731289E1,-1.454923534E1,3.184279919E0,4.883551598E0
1.290731289E1,-1.374899101E1,3.294318676E0,5.593709946E0
1.291731289E1,-1.202588177E1,4.545473099E0,6.098718166E0
1.292731289E1,-1.106828976E1,5.025759220E0,6.617733002E0
1.293731289E1,-1.060055923E1,4.827397346E0,6.853663921E0
1.294731286E1,-9.302238464E0,5.095246792E0,6.796066284E0
1.295731289E1,-8.009224892E0,5.296806335E0,6.357831955E0
1.296731293E1,-7.136166573E0,5.293434143E0,5.935682297E0
1.297731293E1,-6.290929317E0,5.322525024E0,5.801537514E0
1.298731289E1,-5.245234489E0,5.232816696E0,5.526438236E0
1.299731286E1,-4.399371624E0,5.038734913E0,5.496516705E0
1.300731289E1,-3.686299324E0,4.870534420E0,5.338073730E0
1.301731289E1,-3.257874489E0,4.478193283E0,5.216217041E0
1.302731289E1,-2.975208998E0,4.167008400E0,5.602295399E0
1.303731286E1,-2.883100033E0,4.179686546E0,6.070449829E0
1.304731286E1,-3.182872772E0,4.422593117E0,6.392839432E0
1.305731289E1,-3.594126463E0,4.955850601E0,7.147372246E0
1.306731289E1,-3.547527313E0,5.700369835E0,8.079832077E0
1.307731289E1,-3.528335810E0,6.144223690E0,9.518526077E0
1.308731289E1,-3.215335608E0,6.267370701E0,1.010741806E1
1.309731286E1,-3.402810097E0,6.000679970E0,1.014226818E1
1.310731282E1,-4.080600262E0,5.438089371E0,1.012436295E1
1.311731285E1,-5.303306580E0,4.822357178E0,9.549365997E0
1.312731285E1,-7.118118763E0,4.767459393E0,8.884064674E0
1.313731285E1,-9.202512741E0,4.554057598E0,8.418458939E0
1.314731282E1,-1.123610306E1,4.473222256E0,7.888426781E0
1.315731282E1,-1.329986763E1,4.392003059E0,7.611433983E0
1.316731285E1,-1.493336582E1,4.256571770E0,7.607855320E0
1.317731285E1,-1.587139702E1,4.354142666E0,7.442700863E0
1.318731285E1,-1.573472023E1,4.801927090E0,6.966346264E0
1.319731282E1,-1.563332748E1,5.628358841E0,6.712679863E0
1.320731285E1,-1.508173370E1,5.019586563E0,5.609716415E0
1.321731289E1,-1.326985264E1,5.570673943E0,6.233916759E0
1.322731289E1,-1.247222233E1,6.242650032E0,7.510408878E0
1.323731289E1,-1.218521118E1,6.045181274E0,6.726881504E0
1.324731289E1,-1.195951843E1,4.833484650E0,4.787048340E0
1.325731285E1,-9.794630051E0,4.379802227E0,3.719513893E0
1.326731285E1,-9.976335526E0,2.282907486E0,5.704226494E0
1.327731288E1,-1.015309334E1,-1.316642761E-1,9.248289108E0
1.328731288E1,-9.675870895E0,-1.878145218E0,1.265234280E1
1.329731288E1,-8.630897522E0,-2.460634708E0,1.501481628E1
1.330731285E1,-8.753221512E0,-1.858357430E0,1.713298416E1
1.331731288E1,-1.023582077E1,1.646503448E0,1.793146515E1
1.332731292E1,-1.017017365E1,4.625798225E0,1.647516823E1
1.333731292E1,-9.073361397E0,4.978360653E0,1.428631592E1
1.334731288E1,-9.089480400E0,2.916116238E0,1.323493958E1
1.335731285E1,-9.544446945E0,-1.506519318E-2,1.290939236E1
1.336731288E1,-8.896257401E0,-1.807773590E0,1.286753941E1
1.337731288E1,-8.635918617E0,-2.888100147E0,1.259945107E1
1.338731288E1,-8.305427551E0,-2.694156647E0,1.192904091E1
1.339731288E1,-7.693985939E0,-2.534111023E0,1.074478531E1
1.340731291E1,-7.098409653E0,-2.130006790E0,9.133350372E0
1.341731291E1,-6.825624466E0,-1.732534409E0,8.036434174E0
1.342731291E1,-6.523593426E0,-7.645311356E-1,7.689156532E0
1.343731291E1,-6.668913841E0,4.397048950E-1,7.189051151E0
1.344731238E1,-7.340740681E0,1.612662792E0,6.292741299E0
1.345731141E1,-6.923246384E0,2.860908508E0,5.818341732E0
1.346731238E1,-6.370103359E0,3.875193596E0,5.600554466E0
1.347731171E1,-6.291380405E0,4.826460838E0,6.170134544E0
1.348731078E1,-6.320722580E0,5.756301403E0,6.678015709E0
1.349731078E1,-6.497618198E0,6.696396351E0,7.392902374E0
1.350731074E1,-5.801680088E0,7.404069424E0,7.874174118E0
1.351731074E1,-4.584802151E0,7.924022675E0,8.605289459E0
1.352731188E1,-3.063340425E0,8.297885895E0,9.085647583E0
1.353731188E1,-1.780721664E0,8.337373734E0,9.098817825E0
1.354731188E1,-7.854700685E-1,8.320888519E0,8.604710579E0
1.355731188E1,-1.065120101E-1,8.154242516E0,7.662290573E0
1.356731188E1,2.864685059E-1,7.953545094E0,6.664826393E0
1.357731188E1,2.364145517E-1,8.011513710E0,6.585083008E0
1.358731188E1,-8.851176500E-2,6.853104115E0,5.369633198E0
1.359731188E1,-5.301676989E-1,6.221447945E0,5.097122669E0
1.360731188E1,-1.220209599E0,5.698105812E0,5.351350784E0
1.361731184E1,-1.979354143E0,5.277041435E0,5.626698971E0
1.362731184E1,-2.972490788E0,4.857572556E0,5.500356674E0
1.363731188E1,-4.372167587E0,4.454615593E0,5.098813534E0
1.364731188E1,-6.683880806E0,3.894595623E0,4.376344681E0
1.365731188E1,-8.744826317E0,3.376038551E0,3.487984657E0
1.366731184E1,-1.134408092E1,3.315484047E0,1.994477034E0
1.367731188E1,-1.412252140E1,4.013801098E0,6.401748657E-1
1.368731188E1,-1.789142990E1,3.537465572E0,1.277451515E-1
1.369731188E1,-2.033571053E1,2.951773643E0,5.156879425E-1
1.370731184E1,-1.997876740E1,2.528531075E0,1.374168873E0
1.371731181E1,-1.785487938E1,2.702989578E0,2.980269670E0
1.372731181E1,-1.555535698E1,3.877073288E0,5.171203613E-2
1.373731184E1,-1.517684937E1,5.169104576E0,-2.271959782E0
1.374731241E1,-1.478821564E1,6.845965385E0,-2.365560532E0
1.375731334E1,-1.294923401E1,6.891583443E0,2.379775047E-1
1.376731234E1,-1.123522663E1,4.769721031E0,3.301358700E0
1.377731301E1,-1.017687607E1,2.813173294E0,5.981845379E0
1.378731397E1,-9.453588486E0,4.247665405E-1,9.114499092E0
1.379731397E1,-9.574584961E0,-1.681357384E0,1.179443169E1
1.380731397E1,-9.004228592E0,-2.813036919E0,1.409037399E1
1.381731394E1,-7.325518131E0,-2.615573883E0,1.650555992E1
1.382731280E1,-4.785843849E0,-1.843950272E0,1.439128113E1
1.383731284E1,-5.022449970E0,-1.413100243E0,1.257641220E1
1.384731284E1,-6.585777283E0,-7.991123199E-2,1.098373222E1
1.385731284E1,-9.433145523E0,2.194260597E0,1.023548317E1
1.386731280E1,-9.943542480E0,5.062685966E0,7.627170086E0
1.387731277E1,-1.008128643E1,6.376535416E0,7.453991413E0
1.388731277E1,-1.007574081E1,6.329458237E0,7.544995785E0
1.389731280E1,-1.003771496E1,6.943396568E0,1.031963730E1
1.390731280E1,-1.015885353E1,6.818258286E0,1.089357090E1
