"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.192206251E2,-1.861263275E0,-3.273747444E0,4.139064312E0
1.192306251E2,-3.024036407E0,-4.765326500E0,4.790603638E0
1.192406251E2,-4.346010208E0,-6.384334564E0,6.098762035E0
1.192506251E2,-4.562733650E0,-7.771300316E0,5.910124779E0
1.192606251E2,-3.754491806E0,-8.896027565E0,4.523489952E0
1.192706251E2,-1.692678452E0,-8.786941528E0,2.589191437E0
1.192806251E2,3.057575226E-2,-8.171787262E0,1.177888870E0
1.192906251E2,1.013877869E0,-7.042285442E0,1.130544901E0
1.193006251E2,1.406117439E0,-5.498600960E0,1.175612688E0
1.193106251E2,1.508276939E0,-4.135751247E0,3.189754486E-1
1.193206251E2,1.970870972E0,-2.906196833E0,-5.189783573E-1
1.193306251E2,2.667446613E0,-1.933277845E0,-9.895660877E-1
1.193406250E2,3.571861744E0,-1.096487164E0,-9.462821484E-1
1.193506251E2,4.371138096E0,-4.564194679E-1,-5.719476938E-1
1.193606251E2,5.159620762E0,1.608166099E-2,2.113137245E-1
1.193706251E2,6.255480766E0,6.402170062E-1,1.013246536E0
1.193806251E2,7.671105385E0,1.266833067E0,1.570872307E0
1.193906251E2,8.422779083E0,1.678252459E0,1.754503489E0
1.194006250E2,8.510868073E0,1.977005482E0,1.317605019E0
1.194106251E2,7.960555553E0,1.863631248E0,4.802303314E-1
1.194206251E2,6.841586113E0,1.488006115E0,-3.264089823E-1
1.194306251E2,5.969372749E0,1.050041676E0,-9.000287056E-1
1.194406250E2,5.367135048E0,-1.891790479E-1,-1.020814300E0
1.194503297E2,5.132651806E0,-7.169169784E-1,-5.749757290E-1
1.194603297E2,4.953574657E0,-8.424085975E-1,-5.494484901E-1
1.194703297E2,4.527744293E0,-9.677722454E-1,-6.769284010E-1
1.194803297E2,4.141330719E0,-1.364841580E0,-1.093634844E0
1.194903297E2,3.377192020E0,-1.819262505E0,-1.574986696E0
1.195003297E2,2.006663322E0,-1.928124905E0,-1.599764109E0
1.195103297E2,2.120733261E-1,-1.882322073E0,-1.370536804E0
1.195203297E2,-1.483792305E0,-1.757248878E0,-1.347176313E0
1.195303297E2,-3.713231087E0,-2.107882261E0,-1.143259525E0
1.195403297E2,-6.199347496E0,-2.148136377E0,-4.681569934E-1
1.195503297E2,-8.269319534E0,-1.997995973E0,-1.813402772E-1
1.195603297E2,-9.808162689E0,-2.636371613E0,3.205358982E-3
1.195703297E2,-9.918889046E0,-3.002996683E0,-1.334403872E0
1.195803297E2,-1.003828239E1,-1.891561031E0,-4.415477276E0
1.195903297E2,-9.152644157E0,-2.371436059E-1,-5.671948433E0
1.196003297E2,-5.813894272E0,2.527297437E-1,-3.416267395E0
1.196103290E2,-1.938566208E0,-7.577591538E-1,-1.804376245E-1
1.196203283E2,1.630067825E-1,-3.503842354E0,2.383373499E0
1.196303276E2,8.270444870E-1,-7.552754879E0,3.207318783E0
1.196403269E2,2.988052368E-2,-1.081055260E1,4.419922352E0
1.196503260E2,-4.782247543E-1,-1.334153080E1,9.050798416E0
1.196603253E2,1.342162132E0,-1.223406315E1,1.571218586E1
1.196703244E2,2.618126392E0,-6.455372334E0,1.354211235E1
1.196803244E2,2.328951359E0,-3.114528894E0,9.638533592E0
1.196903237E2,1.565249443E0,-1.704000711E0,5.961196899E0
1.197003230E2,5.651454926E-1,-1.032559395E0,4.016061306E0
1.197103231E2,-4.758930206E-1,-1.045451641E0,2.430750132E0
1.197203232E2,-1.184659958E0,-1.031634450E0,1.981058478E0
1.197303232E2,-1.234724998E0,-6.163272858E-1,3.213540554E0
1.197403232E2,-1.479167938E0,-1.949870288E-1,5.156424999E0
1.197503225E2,-1.643705368E0,-2.567449510E-1,5.927070141E0
1.197603225E2,-1.445232391E0,-3.801109195E-1,5.353147507E0
1.197703225E2,-5.487689972E-1,-2.773233354E-1,4.187109947E0
1.197803225E2,8.927478790E-1,-3.082944155E-1,2.950502872E0
1.197903225E2,2.286084652E0,-3.955523968E-1,1.888008595E0
1.198003225E2,3.470816135E0,-8.402434587E-1,8.844704628E-1
1.198103220E2,4.346462727E0,-1.419066668E0,3.944307566E-1
1.198203221E2,5.177363873E0,-1.728182554E0,3.081227541E-1
1.198303221E2,5.859387398E0,-1.893001795E0,1.617232561E-1
1.198403221E2,6.514376640E0,-2.066440105E0,-1.439454556E-1
1.198503221E2,7.044845581E0,-2.296149731E0,-3.274056911E-1
1.198603220E2,7.293744087E0,-2.389016151E0,7.561492920E-2
1.198703220E2,7.458527565E0,-2.528605700E0,1.843984127E-1
1.198803220E2,7.500579834E0,-2.654673815E0,1.912932396E-1
1.198903220E2,7.222203255E0,-2.557793856E0,2.597031593E-1
1.199003220E2,6.784119606E0,-1.689126730E0,1.686003208E-1
1.199103227E2,6.030349731E0,-9.609934688E-1,-1.182134151E-1
1.199203234E2,5.309658051E0,-4.321167469E-1,-4.463027716E-1
1.199303241E2,4.959238052E0,4.407492280E-1,-4.446290731E-1
1.199403248E2,4.175079346E0,6.255654097E-1,-1.220986843E-1
1.199503258E2,3.855029106E0,9.374924898E-1,1.088056564E-1
1.199603264E2,3.581322193E0,1.592967987E0,2.997479439E-1
1.199703274E2,3.581826687E0,1.616826892E0,2.991554737E-1
1.199803274E2,1.340476036E0,2.310124397E0,9.530625343E-1
1.199903281E2,-3.920078278E-1,1.958046913E0,1.432132244E0
1.200003288E2,-2.037334442E0,1.404523134E0,1.230753660E0
1.200103286E2,-3.800456047E0,8.699291945E-1,1.265665293E0
1.200203286E2,-5.372617722E0,2.867970467E-1,6.857473850E-1
1.200303286E2,-6.271908760E0,-1.388392299E-1,-3.560173512E-1
1.200403286E2,-6.615507126E0,2.047536522E-2,-6.690584421E-1
1.200503293E2,-5.506733894E0,1.506426573E0,5.754294395E-1
1.200603293E2,-3.620149612E0,3.085654736E0,1.829532623E0
1.200703293E2,-2.943696976E0,3.870192051E0,1.660486460E0
1.200803293E2,-3.387525558E0,3.134206295E0,-1.867241859E-1
1.200903294E2,-4.404205322E0,7.467423677E-1,-2.830303431E0
1.201003294E2,-4.870136261E0,-6.818447113E-1,-2.864651680E0
1.201103298E2,-4.317255020E0,-2.470047712E0,9.485340118E-2
1.201203297E2,-3.393657684E0,-3.859169006E0,5.320286751E0
1.201303298E2,-2.074105263E0,-4.315334320E0,8.976205826E0
1.201403298E2,-8.056430817E-1,-3.552676201E0,1.068088913E1
1.201503298E2,1.404399872E-1,-1.013840199E0,1.077341270E1
1.201603298E2,6.803264618E-1,1.740790009E-1,7.670564651E0
1.201703298E2,-2.007799149E-1,-1.149793148E0,5.247460365E0
1.201803297E2,-1.299362183E0,-2.768930435E0,4.501364708E0
1.201903298E2,-2.153377533E0,-3.774706841E0,5.436160088E0
1.202003298E2,-3.190639496E0,-4.354634285E0,6.526170731E0
1.202103298E2,-4.393990517E0,-5.806617737E0,7.576518059E0
1.202203298E2,-4.143470764E0,-7.023585796E0,6.871572495E0
1.202303297E2,-2.618111610E0,-8.059218407E0,5.253642082E0
1.202403298E2,-1.117852211E0,-8.461932182E0,3.216290712E0
1.202503298E2,-6.964206696E-2,-8.155797958E0,1.697263241E0
1.202603298E2,7.433996201E-1,-7.266322613E0,6.396625042E-1
1.202703297E2,9.486036301E-1,-5.765850067E0,2.891383171E-1
1.202803297E2,1.134037971E0,-4.347823620E0,-6.003358364E-1
1.202903298E2,1.621915817E0,-3.624410629E0,-1.687182784E0
1.203003298E2,2.081496716E0,-2.800406456E0,-2.563074350E0
1.203103298E2,2.905971050E0,-1.969339967E0,-2.361168146E0
1.203203298E2,3.797376156E0,-1.165268064E0,-1.111875892E0
1.203303297E2,4.736036777E0,-3.307876587E-1,2.563736439E-1
1.203403297E2,5.755528450E0,7.060699463E-1,1.446698904E0
1.203503297E2,6.962113380E0,1.577778220E0,2.458006382E0
1.203603297E2,8.041646957E0,2.473612785E0,2.865384102E0
1.203703297E2,8.089344978E0,2.672691345E0,2.199216604E0
1.203803297E2,7.241055489E0,2.443668127E0,9.765884876E-1
1.203903297E2,6.682347298E0,1.970875621E0,-6.965179443E-1
1.204003297E2,6.049698353E0,1.297029018E0,-1.655404568E0
1.204103297E2,5.656571865E0,7.967828512E-1,-2.232563972E0
1.204203297E2,6.102810860E0,-9.160757065E-3,-2.003331661E0
1.204303297E2,5.965997696E0,-9.028127789E-1,-7.027982473E-1
1.204403297E2,6.201286793E0,-1.223887682E0,-3.937792778E-2
1.204503298E2,6.264847755E0,-1.360330462E0,1.302053928E-1
1.204603298E2,5.951761246E0,-1.549835563E0,-6.711921692E-1
1.204703298E2,5.113450527E0,-1.953728676E0,-1.281476021E0
1.204803298E2,3.355889320E0,-2.593042374E0,-1.025375605E0
1.204903297E2,1.054086685E0,-2.772549391E0,-7.760359049E-1
1.205003297E2,-1.920336723E0,-2.816864967E0,-1.646974444E0
1.205103298E2,-5.233314514E0,-2.522083521E0,-3.905214787E0
1.205203298E2,-8.646924019E0,-2.006781816E0,-4.248269081E0
1.205303298E2,-1.125054646E1,-1.438891649E0,-2.476658344E0
1.205403297E2,-1.084864712E1,-1.048631310E0,-3.297281265E-2
1.205503298E2,-9.594796181E0,-1.010674477E0,-1.591676474E0
1.205603298E2,-9.054543495E0,-2.767825127E-1,-4.645726204E0
1.205703298E2,-8.490852356E0,1.777942419E0,-5.220567703E0
1.205803297E2,-5.981113434E0,2.498904705E0,-2.061924458E0
1.205903297E2,-3.109317780E0,6.618106365E-1,2.066774845E0
1.206003297E2,9.447288513E-2,-4.294938087E0,4.234685898E0
1.206103297E2,1.502135277E0,-9.605643272E0,4.658723831E0
1.206203290E2,8.530702591E-1,-1.317119598E1,7.215614796E0
1.206303283E2,9.693508148E-1,-1.614106369E1,1.328916931E1
1.206403276E2,2.913322449E0,-1.413646889E1,1.771984100E1
1.206503269E2,1.110021591E0,-8.365713120E0,1.289032269E1
1.206603260E2,-1.020394325E0,-3.537285328E0,8.065940857E0
1.206703253E2,-1.675889015E0,-1.706080675E0,5.228270054E0
1.206803252E2,-1.786884308E0,-1.885976553E0,3.051421642E0
1.206903252E2,-1.761343002E0,-1.882098794E0,3.219105244E0
1.207003251E2,2.954635620E-1,-1.017530203E0,3.003938198E0
1.207103245E2,6.484212875E-1,1.484596729E-2,3.931633472E0
1.207203244E2,1.868724823E-2,4.369026423E-1,5.002999783E0
1.207303244E2,-4.471912384E-1,2.657230496E-1,5.375082970E0
1.207403244E2,-4.536409378E-1,-1.588252485E-1,4.706315517E0
1.207503244E2,3.171997070E-1,-4.360255897E-1,3.658098936E0
1.207603244E2,2.024273872E0,-6.689268351E-1,2.041189671E0
1.207703244E2,3.485582352E0,-6.016709208E-1,1.314452887E0
1.207803244E2,4.616644859E0,-1.037123919E0,7.964249849E-1
1.207903244E2,5.537930489E0,-1.392047763E0,3.377262354E-1
1.208003244E2,6.328472137E0,-1.543981671E0,1.214432716E-1
1.208103240E2,6.885102272E0,-1.627156138E0,-3.623027802E-1
1.208203240E2,7.284935951E0,-1.528924227E0,-6.639577150E-1
1.208303240E2,7.498236656E0,-1.526846409E0,-1.057812691E0
1.208403240E2,7.624793530E0,-1.380990982E0,-9.421665668E-1
1.208503240E2,7.712555885E0,-1.324692965E0,-7.882254124E-1
1.208603240E2,7.398169518E0,-1.281522989E0,-1.810384989E-1
1.208703241E2,6.871301651E0,-1.264189482E0,1.005394459E-1
1.208803241E2,6.331811905E0,-1.182033300E0,4.770405293E-1
1.208903241E2,6.032015324E0,-1.307366848E0,1.077817678E0
1.209003240E2,5.783482552E0,-1.516855121E0,1.499560118E0
1.209103240E2,5.281710625E0,-1.788721323E0,1.303207874E0
1.209203248E2,4.145656586E0,-1.838959455E0,7.384436131E-1
1.209303254E2,2.745359898E0,-1.125631690E0,5.095219612E-2
1.209403262E2,5.500659943E-1,3.479521573E-1,-4.838781357E-1
1.209503269E2,-1.429113388E0,1.537818074E0,1.340963840E-1
1.209603278E2,-3.433212280E0,2.988133907E0,7.913389206E-1
1.209703285E2,-5.196944237E0,4.156447887E0,1.425487280E0
1.209803286E2,-5.475124359E0,4.671662331E0,1.169188023E0
1.209903286E2,-5.764063835E0,3.657534838E0,8.824107647E-1
1.210003286E2,-4.897500992E0,1.437174082E0,-4.042999744E-1
1.210103293E2,-3.832238197E0,-3.769461215E-1,-1.147189140E-1
1.210203293E2,-3.250997543E0,-7.585244179E-1,1.395756483E0
1.210303293E2,-3.158217430E0,8.002102375E-1,2.631218433E0
1.210403293E2,-2.815618515E0,2.352180958E0,1.375716925E0
1.210503293E2,-4.323513985E0,2.292164803E0,3.646883965E-1
1.210603293E2,-5.060568810E0,1.337249398E0,-2.028230190E0
1.210703293E2,-5.198233604E0,-1.355821937E-1,-4.019561768E0
1.210803293E2,-4.615071297E0,-1.384680629E0,-1.513507843E0
1.210903293E2,-3.266424179E0,-2.503497601E0,2.602360249E0
1.211003293E2,-2.414813995E0,-3.411256790E0,6.717416763E0
1.211103297E2,-1.271908760E0,-3.589995384E0,8.815333366E0
1.211203297E2,-1.749544144E-1,-1.928950310E0,1.055255795E1
1.211303297E2,1.084537506E0,3.568066061E-1,1.088692951E1
1.211403297E2,1.652543545E0,4.982017577E-1,8.796691895E0
1.211503297E2,8.223733902E-1,-1.191634536E0,6.524930000E0
1.211603297E2,-6.106548309E-1,-3.273387671E0,4.714290619E0
1.211703297E2,-1.668452263E0,-5.066306114E0,3.984923124E0
1.211803291E2,-2.820740700E0,-6.577938080E0,4.787320137E0
1.211903291E2,-3.341310501E0,-7.963185310E0,5.028677940E0
1.212003291E2,-3.663490295E0,-9.007966995E0,4.989465714E0
1.212103290E2,-2.604840279E0,-9.255105972E0,4.294455528E0
1.212203291E2,-1.353915215E0,-8.634359360E0,3.108741045E0
1.212303291E2,-4.971094131E-1,-7.006309509E0,2.768582582E0
1.212403291E2,7.811355591E-2,-4.951415539E0,2.843845844E0
1.212503291E2,3.957376480E-1,-2.943267345E0,1.483762026E0
1.212603291E2,8.237457275E-1,-1.871571422E0,8.905544281E-1
1.212703291E2,1.363286972E0,-1.321228981E0,5.087351799E-1
1.212803291E2,2.317189217E0,-9.515139461E-1,-2.580425739E-1
1.212903291E2,3.480555534E0,-5.701512694E-1,-1.018163443E0
1.213003291E2,4.454190731E0,-1.813764274E-1,-9.880815744E-1
1.213103291E2,5.254258156E0,2.416174114E-1,-1.108586788E-1
1.213203291E2,6.392601013E0,5.550950766E-1,7.063117027E-1
1.213303291E2,7.514274597E0,7.944514751E-1,9.231512547E-1
1.213403291E2,8.041231155E0,8.299955130E-1,8.535540104E-1
1.213503291E2,8.146455765E0,6.201239824E-1,4.330782890E-1
1.213603291E2,7.785969734E0,4.267376661E-1,-3.070870638E-1
1.213703291E2,7.288293839E0,3.114584088E-1,-6.283652782E-1
1.213803291E2,6.843412399E0,1.659251601E-1,-9.855798483E-1
1.213903291E2,6.715752125E0,-5.125334859E-2,-1.344712973E0
1.214003291E2,6.236145020E0,-4.432743788E-1,-6.807763577E-1
1.214103291E2,5.928052902E0,-7.206032276E-1,-3.057659864E-1
1.214203291E2,5.648333073E0,-1.096698999E0,-6.984252930E-1
1.214303291E2,5.038059711E0,-1.638103724E0,-8.644304276E-1
1.214403291E2,3.755413055E0,-2.083334923E0,-9.681929946E-1
1.214503291E2,2.195880413E0,-2.377583265E0,-9.404604435E-1
1.214603291E2,1.800012589E-1,-2.549321890E0,-5.743312836E-1
1.214703291E2,-2.088069916E0,-2.580910921E0,-6.680532694E-1
1.214803297E2,-4.231371880E0,-2.490055323E0,-1.674371958E0
1.214903297E2,-6.365732193E0,-2.300618887E0,-2.337758064E0
1.215003297E2,-8.538283348E0,-1.867704272E0,-1.774695873E0
1.215103297E2,-9.838727951E0,-1.860037804E0,-1.002213597E0
1.215203297E2,-8.950918198E0,-2.433769703E0,-1.627658606E0
1.215303297E2,-7.316020012E0,-2.572742462E0,-4.111688614E0
1.215403297E2,-6.869691849E0,-1.341795683E0,-5.915334702E0
1.215503297E2,-6.261550903E0,-8.942455053E-2,-5.687064171E0
1.215603297E2,-3.446420670E0,9.783133864E-3,-3.294160843E0
1.215703297E2,-6.214532852E-1,-1.369861841E0,4.463188052E-1
1.215803297E2,1.105520248E0,-4.155386925E0,3.142744541E0
1.215903297E2,1.479319572E0,-6.987567902E0,5.252283096E0
1.216003297E2,1.336904526E0,-9.498562813E0,6.606882095E0
1.216103290E2,1.052686691E0,-1.192788601E1,9.775284767E0
1.216203283E2,2.348133564E0,-1.331146145E1,1.595611095E1
1.216303275E2,4.479572773E0,-1.193137360E1,1.553309917E1
1.216403266E2,2.588078499E0,-8.492775917E0,1.146687794E1
1.216503259E2,-1.083204269E0,-4.443529129E0,6.611558437E0
1.216603252E2,-2.749756813E0,-1.906551003E0,3.019691229E0
1.216703243E2,-2.665847778E0,-1.185745716E0,8.690241575E-1
1.216803243E2,-2.001091957E0,-4.290674329E-1,1.206005931E0
1.216903236E2,-1.084686279E0,1.040830851E0,4.813247681E0
1.217003236E2,-7.160654068E-1,1.854876995E0,6.767363548E0
1.217103236E2,-1.106096268E0,1.908234954E0,7.461254120E0
1.217203236E2,-1.240314484E0,1.666731119E0,6.878243446E0
1.217303236E2,-2.252292633E-1,1.348248601E0,5.257042885E0
1.217403229E2,1.217308998E0,1.166049957E0,3.096124172E0
1.217503227E2,2.215654850E0,7.000788450E-1,1.299448490E0
1.217603227E2,2.985515594E0,-2.743673325E-2,1.209521294E-1
1.217703227E2,3.800592899E0,-6.214170456E-1,-6.142460108E-1
1.217803227E2,4.551046371E0,-7.968465686E-1,-6.712327003E-1
1.217903227E2,5.275244713E0,-9.972457886E-1,-3.873233795E-1
1.218003227E2,6.108983517E0,-1.136913061E0,-5.661588907E-1
1.218103227E2,6.938342094E0,-1.234198928E0,-7.353290319E-1
1.218203227E2,7.429968834E0,-1.464770198E0,-5.745170116E-1
1.218303227E2,7.610295296E0,-1.880462766E0,-5.930587053E-1
1.218403226E2,7.785309315E0,-1.993180156E0,-3.528296947E-1
1.218503227E2,7.830527306E0,-1.839803219E0,1.444294453E-1
1.218603227E2,7.332914352E0,-1.512325525E0,1.455512047E-1
1.218703227E2,6.601016521E0,-1.111699820E0,-1.601462364E-1
1.218803227E2,5.716000080E0,-7.927515507E-1,-3.689674139E-1
1.218903227E2,5.065634727E0,-6.105687618E-1,-5.436329842E-1
1.219003226E2,4.132639885E0,-8.455306292E-1,8.360624313E-3
1.219103234E2,3.351186752E0,-8.625668287E-1,6.052975655E-1
1.219203241E2,2.540875435E0,-6.556906700E-1,2.541511059E-1
1.219303248E2,1.258521080E0,4.443243891E-2,4.451858997E-1
1.219403257E2,-4.671115875E-1,7.039144039E-1,9.246547222E-1
1.219503264E2,-2.149060249E0,1.251437545E0,1.136868238E0
1.219603271E2,-4.145584106E0,1.764102459E0,1.397051096E0
1.219703280E2,-5.763004303E0,2.271341324E0,1.186231852E0
1.219803280E2,-6.670627594E0,2.981515408E0,3.992874622E-1
1.219903287E2,-6.505850792E0,3.293931007E0,-7.744182348E-1
1.220003287E2,-5.733142853E0,2.852108955E0,-6.108236313E-1
1.220103287E2,-4.753403664E0,2.569869280E0,6.640980244E-1
1.220203287E2,-4.240705490E0,2.462384224E0,7.321779728E-1
1.220303287E2,-4.045259476E0,1.893366814E0,-9.584188461E-3
1.220403294E2,-4.005467415E0,1.323954463E-1,-2.386891603E0
1.220503296E2,-4.208174706E0,-7.067592144E-1,-2.336970568E0
1.220603296E2,-3.995580673E0,-1.968004823E0,-2.160652161E0
1.220703297E2,-3.087409019E0,-3.266074657E0,6.540892124E-1
1.220803297E2,-1.964367867E0,-4.003692150E0,5.926788330E0
1.220903297E2,-3.269624710E-1,-4.196188450E0,1.033960152E1
1.221003296E2,7.291193008E-1,-1.935255766E0,1.336615181E1
1.221103297E2,1.581057549E0,1.755142331E0,1.346898937E1
1.221203297E2,2.001507282E0,2.242793560E0,9.853713036E0
1.221303297E2,-7.536792755E-2,-1.216193080E0,6.347076893E0
1.221403297E2,-2.482622147E0,-4.692292690E0,5.323840618E0
1.221503297E2,-4.091186523E0,-6.518469334E0,5.558281898E0
1.221603297E2,-4.896517754E0,-7.870399475E0,6.866478920E0
1.221703297E2,-4.779381752E0,-8.374836922E0,6.906303406E0
1.221803297E2,-3.828538895E0,-8.292452812E0,5.426588058E0
1.221903297E2,-2.295087814E0,-7.747091293E0,3.392490625E0
1.222003297E2,-1.254304886E0,-7.265704155E0,1.956662893E0
1.222103297E2,-1.231870651E-1,-6.390906334E0,1.198231459E0
1.222203297E2,1.534986496E-1,-5.072332382E0,1.230504751E0
1.222303297E2,5.417051315E-1,-3.531251907E0,4.597589970E-1
1.222403297E2,1.111001015E0,-2.600124359E0,-5.134439468E-2
1.222503297E2,2.172285080E0,-1.958770156E0,-7.763615847E-1
1.222603297E2,2.995804310E0,-1.364316225E0,-1.547440529E0
1.222703297E2,3.799132824E0,-8.131953478E-1,-1.372545600E0
1.222803297E2,4.821883202E0,-2.223496437E-1,-3.822826147E-1
1.222903297E2,6.193098068E0,5.548765063E-1,1.041254759E0
1.223003297E2,7.827132225E0,1.283837199E0,1.935423374E0
1.223103297E2,8.927737236E0,1.616876841E0,2.238606453E0
1.223203297E2,9.270152092E0,1.647277117E0,1.884297371E0
1.223303297E2,8.926337242E0,1.384871602E0,9.211728573E-1
1.223403297E2,7.752033234E0,6.576341987E-1,1.584768295E-3
1.223503297E2,7.333672523E0,1.068890318E-1,-1.068605661E0
1.223603297E2,7.022780418E0,-5.235178471E-1,-1.455810308E0
1.223703296E2,7.036481380E0,-1.170546532E0,-1.404230833E0
1.223803297E2,6.791147232E0,-1.602479815E0,-1.050594687E0
1.223903297E2,6.575086594E0,-1.939271688E0,-1.322698116E0
1.224003297E2,5.922451019E0,-2.204964876E0,-1.452585578E0
1.224103296E2,4.784913063E0,-2.598977089E0,-1.556028605E0
1.224203296E2,3.056045532E0,-3.095561028E0,-1.392071009E0
1.224303297E2,1.192454338E0,-3.187690973E0,-1.256654739E0
1.224403297E2,-7.961273193E-1,-2.865010738E0,-1.570093513E0
1.224503297E2,-2.847718239E0,-2.513340235E0,-1.928992987E0
1.224603296E2,-5.434467316E0,-1.856412649E0,-2.773466587E0
1.224703297E2,-8.362884521E0,-9.364590645E-1,-1.946713209E0
1.224803297E2,-1.053539085E1,-1.089028597E0,1.495465040E0
1.224903297E2,-1.004174519E1,-1.868849516E0,2.089801788E0
1.225003297E2,-8.407507896E0,-1.904157162E0,-2.080326557E0
1.225103297E2,-8.177080154E0,-1.099023819E0,-5.840254784E0
1.225203297E2,-8.687112808E0,3.191480637E-1,-6.378479481E0
1.225303297E2,-7.346796036E0,1.415565610E0,-5.141865253E0
1.225403297E2,-3.679222107E0,1.285779476E0,-1.491721392E0
1.225503297E2,1.666641235E-1,-1.009753048E-1,1.776899815E0
1.225603297E2,2.541717529E0,-2.967105627E0,3.991970539E0
1.225703297E2,3.391066074E0,-6.430342674E0,5.084265232E0
1.225803297E2,3.166123867E0,-9.949871063E0,6.590369225E0
1.225903297E2,2.877982616E0,-1.420430470E1,9.898864746E0
1.226003297E2,4.688030243E0,-1.634000587E1,1.493646049E1
1.226103290E2,6.895433426E0,-1.433419418E1,1.384314060E1
1.226203283E2,2.622151852E0,-9.396880150E0,1.033340836E1
1.226303276E2,-2.430698395E0,-2.911484718E0,5.825545311E0
1.226403267E2,-4.689299583E0,-1.981363893E-1,2.946229696E0
1.226503260E2,-3.923284531E0,4.182391763E-1,6.504619122E-1
1.226603250E2,-9.191789627E-1,1.407271862E0,8.840563297E-1
1.226703243E2,8.724794388E-1,2.183884621E0,4.044542789E0
1.226803243E2,1.283303261E0,2.491302490E0,6.033941746E0
1.226903243E2,1.286260605E0,2.419489384E0,6.023498535E0
1.227003237E2,-5.994100571E-1,1.131672621E0,6.829495430E0
1.227103232E2,-1.353114128E0,6.953548789E-1,5.922707081E0
1.227203232E2,-9.546566010E-1,5.319580436E-1,4.143868446E0
1.227303232E2,2.498912811E-1,3.272654712E-1,2.351467133E0
1.227403232E2,1.670180321E0,-1.001533866E-2,6.195439100E-1
1.227503227E2,2.986145973E0,-4.344739616E-1,-5.358363390E-1
1.227603219E2,4.188288212E0,-7.591133118E-1,-6.058698893E-1
1.227703219E2,5.198001862E0,-1.104407191E0,-9.823203087E-2
1.227803219E2,6.207660675E0,-1.416813850E0,1.464190483E-1
1.227903219E2,7.150336266E0,-1.741146207E0,2.033648491E-1
1.228003219E2,7.837748528E0,-1.900202155E0,1.122560501E-1
1.228103219E2,8.165925026E0,-2.026212931E0,3.086090088E-2
1.228203219E2,8.231957436E0,-1.897291422E0,-7.936763763E-2
1.228303219E2,8.008016586E0,-1.446377993E0,-1.319141388E-1
1.228403219E2,7.995321274E0,-1.463937759E0,-1.856019497E-1
1.228503219E2,7.198924065E0,-9.474512339E-1,-2.130274773E-1
1.228603219E2,5.861728668E0,-8.047545552E-1,-8.215585947E-1
1.228703219E2,5.254563808E0,-9.822719693E-1,-1.088553309E0
1.228803219E2,4.649554729E0,-1.404206991E0,-8.085718155E-1
1.228903219E2,4.106198788E0,-1.483791828E0,-5.544688702E-1
1.229003219E2,3.088869095E0,-1.572806120E0,-2.185742855E-1
1.229103226E2,1.991908073E0,-1.245842695E0,3.503649235E-1
1.229203233E2,6.924285889E-1,-6.445574164E-1,5.564193726E-1
1.229303240E2,-9.174127579E-1,-5.168209970E-2,1.056638002E0
1.229403249E2,-3.057981491E0,5.493234396E-1,2.368163586E0
1.229503257E2,-4.970438004E0,1.107393861E0,2.527465820E0
1.229603266E2,-6.521957397E0,1.265413761E0,1.634970188E0
1.229703273E2,-6.819813728E0,1.269836068E0,5.211911201E-1
1.229803273E2,-5.882141113E0,8.856731653E-1,-1.858522892E-1
1.229903273E2,-4.650079727E0,1.075717926E0,-8.079671860E-2
1.230003280E2,-3.842023849E0,1.930804133E0,2.935547829E-1
1.230103284E2,-2.850364685E0,2.376609325E0,-4.120774269E-1
1.230203284E2,-3.738877296E0,2.186590433E0,-7.798373699E-1
1.230303284E2,-4.653283119E0,8.329226971E-1,-2.864559650E0
1.230403284E2,-4.778466225E0,-4.811944813E-2,-1.807897210E0
1.230503290E2,-3.674875259E0,-1.578283072E0,7.961976528E-1
1.230603297E2,-2.541909218E0,-2.823544502E0,5.228404999E0
1.230703297E2,-7.740201950E-1,-3.403057814E0,8.386642456E0
1.230803297E2,9.029684067E-1,-3.094882488E0,9.919769287E0
1.230903296E2,2.020740509E0,-1.110835433E0,1.025813580E1
1.231003297E2,2.344647408E0,3.649285436E-1,8.206891060E0
1.231103297E2,6.565370560E-1,-3.153597713E-1,6.183344841E0
1.231203297E2,-1.338934898E0,-1.795645475E0,5.512100220E0
1.231303297E2,-3.025170326E0,-3.310905933E0,6.019291878E0
1.231403297E2,-4.686206818E0,-4.873372078E0,7.278798103E0
1.231503296E2,-5.939563751E0,-6.550440311E0,8.154589653E0
1.231603297E2,-5.701841354E0,-7.417055130E0,7.298035145E0
1.231703297E2,-4.065936089E0,-7.427225113E0,5.300635815E0
1.231803297E2,-2.351717949E0,-7.281233311E0,3.129914284E0
1.231903296E2,-1.020982742E0,-6.330462456E0,1.924096107E0
1.232003296E2,-1.625928879E-1,-5.344432831E0,1.587101221E0
1.232103296E2,-3.240489960E-2,-4.233718872E0,-1.458644867E-2
1.232203296E2,3.440103531E-1,-4.234188080E0,-1.350002885E0
1.232303296E2,1.344997406E0,-4.069092751E0,-2.023156166E0
1.232403296E2,2.490265846E0,-3.221731186E0,-2.321822166E0
1.232503296E2,3.508744717E0,-2.025788784E0,-1.722572684E0
1.232603296E2,4.667065144E0,-9.892365336E-1,-6.029114723E-1
